id,type,attributes.base_token_price_usd,attributes.base_token_price_native_currency,attributes.quote_token_price_usd,attributes.quote_token_price_native_currency,attributes.base_token_price_quote_token,attributes.quote_token_price_base_token,attributes.address,attributes.name,attributes.pool_created_at,attributes.fdv_usd,attributes.market_cap_usd,attributes.price_change_percentage.m5,attributes.price_change_percentage.h1,attributes.price_change_percentage.h6,attributes.price_change_percentage.h24,attributes.transactions.m5.buys,attributes.transactions.m5.sells,attributes.transactions.m5.buyers,attributes.transactions.m5.sellers,attributes.transactions.m15.buys,attributes.transactions.m15.sells,attributes.transactions.m15.buyers,attributes.transactions.m15.sellers,attributes.transactions.m30.buys,attributes.transactions.m30.sells,attributes.transactions.m30.buyers,attributes.transactions.m30.sellers,attributes.transactions.h1.buys,attributes.transactions.h1.sells,attributes.transactions.h1.buyers,attributes.transactions.h1.sellers,attributes.transactions.h24.buys,attributes.transactions.h24.sells,attributes.transactions.h24.buyers,attributes.transactions.h24.sellers,attributes.volume_usd.m5,attributes.volume_usd.h1,attributes.volume_usd.h6,attributes.volume_usd.h24,attributes.reserve_in_usd,relationships.base_token.data.id,relationships.base_token.data.type,relationships.quote_token.data.id,relationships.quote_token.data.type,relationships.dex.data.id,relationships.dex.data.type
eth_0x7c0d6cbe332dac916944c61956b291a4045f9bfa,pool,0.000180409440737105,0.0000000668751245842641,2644.97088293504,1.0,0.00000007,14953243,0x7c0d6cbe332dac916944c61956b291a4045f9bfa,Daram / WETH 1%,2024-10-11T13:25:35Z,37885983,,-0.1,3.74,11.4,29.73,3,1,3.0,1.0,14,5,13.0,5.0,23,9,21.0,8.0,36,18,32.0,14.0,3759,3179,2141.0,2119.0,895.304567132907,96437.847458239,1613970.14964493,21415493.484596,2074107.5404,eth_0xad86b91a1d1db15a4cd34d0634bbd4ecacb5b61a,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0x11b815efb8f581194ae79006d24e0d814b7697f6,pool,2644.96140430952,1.0,1.00272866267064,0.000379221308689821,2636.98,0.00037922,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH / USDT 0.05%,2021-12-29T12:35:27Z,7797773619,7814985825.59971,0,-0.19,-0.04,1.74,0,1,0.0,1.0,5,8,5.0,8.0,9,15,9.0,13.0,30,27,27.0,21.0,776,715,501.0,445.0,11865.7070249257,514609.832602626,5515710.26989296,19872823.4039547,19200341.2317,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,eth_0xdac17f958d2ee523a2206206994597c13d831ec7,token,uniswap_v3,dex
eth_0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,pool,1.00307939113776,0.000379173424914815,2644.97088293504,1.0,0.00037917,2637.32,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC / WETH 0.3%,2021-12-29T13:21:42Z,25832020885,35006896078.9602,0.01,0,-0.03,0.59,2,0,2.0,0.0,2,0,2.0,0.0,4,0,4.0,0.0,8,0,8.0,0.0,194,145,122.0,92.0,84497.7531013451,355899.564503086,3850882.7668262,15254020.8177432,65437546.6649,eth_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0xcc3fc994e388e404797387f82788d5584d4900ef,pool,0.00661706694986572,0.00000250931939986519,2644.92155798818,1.0,0.00000251,398514,0xcc3fc994e388e404797387f82788d5584d4900ef,BabyNeiro / WETH,2024-10-17T23:34:11Z,2783734,,-1.33,-2.61,42.71,6927.37,2,2,2.0,2.0,14,7,13.0,7.0,25,25,23.0,25.0,67,63,59.0,61.0,4920,3010,2433.0,1606.0,6955.34855620111,197414.348788937,1532259.90158923,13803154.2595668,883148.2266,eth_0x303c89f3a4a58872d8b6a3e64c14fdd9ec669c99,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x34a14b6f05bd4365f2d159fa0ed46201f2eb4665,pool,0.0000000223694465225927,0.00000000000845355872422176,2644.96140430952,1.0,0.000000000008453559,118293375917,0x34a14b6f05bd4365f2d159fa0ed46201f2eb4665,Frogs / WETH 1%,2024-10-17T07:06:11Z,9410602,,3.46,8.5,19.26,32.36,12,1,12.0,1.0,25,2,23.0,2.0,38,7,35.0,7.0,54,24,49.0,20.0,6163,5991,3623.0,4152.0,12581.1496052952,61520.0862072517,1196825.6186341,13414815.9144203,740734.2124,eth_0x3e9c3dc19efe4271d1a65facfca55906045f7b08,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0x0da6253560822973185297d5f32ff8fa38243afe,pool,68261.1571759053,25.7922643192634,68133.2429297983,25.7596359700322,1.00126665,0.99873496,0x0da6253560822973185297d5f32ff8fa38243afe,cbBTC / WBTC 0.05%,2024-09-11T19:41:47Z,436962509,530318904.897014,0,-0.04,-0.66,1.76,0,1,0.0,1.0,0,1,0.0,1.0,1,3,1.0,3.0,1,3,1.0,3.0,60,106,18.0,33.0,40541.1859113672,208008.671202206,3636742.28761588,12823269.1459299,25125860.6554,eth_0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,token,eth_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,token,uniswap_v3,dex
eth_0xeeda34a377dd0ca676b9511ee1324974fa8d980d,pool,2682.05240386635,1.020817351279866338901302520585,3105.98931588599,1.18220358100145,0.86348694,1.15809511,0xeeda34a377dd0ca676b9511ee1324974fa8d980d,pufETH / wstETH,2024-03-03T15:26:16Z,1039682178,,0,0,-0.16,1.71,0,0,0.0,0.0,0,1,0.0,1.0,0,1,0.0,1.0,0,1,0.0,1.0,8,29,3.0,11.0,0.0,507.101802516193,4101053.5004312,11700708.1758659,46582248.4316,eth_0xd9a442856c234a39a81a089c06451ebaa4306a72,token,eth_0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,token,curve,dex
eth_0x167478921b907422f8e88b43c4af2b8bea278d3a,pool,1.10317534405484,0.000419891284089018864580545704204,1.09425883474923,0.00041649747678349660771188023154,1.00814845,0.99191741,0x167478921b907422f8e88b43c4af2b8bea278d3a,sDAI / sUSDe,2024-02-19T18:11:45Z,1164933745,,0,0,-1.18,-0.92,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,1.0,0,1,0.0,1.0,5,17,4.0,7.0,0.0,261627.940251562,1381066.17512718,10161402.2808058,37579807.4961,eth_0x83f20f44975d03b1b09e64809b757c47f942beea,token,eth_0x9d39a5de30e57443bff2a8307a4256c8797a3497,token,curve,dex
eth_0x52c77b0cb827afbad022e6d6caf2c44452edbc39,pool,0.684203778764412,0.000259195811931712,2644.92155798818,1.0,0.00025920,3858.09,0x52c77b0cb827afbad022e6d6caf2c44452edbc39,SPX / WETH,2023-08-16T02:52:11Z,636988990,639565388.96721,-0.06,-1.81,5.06,-2.75,1,4,1.0,4.0,8,13,7.0,10.0,15,17,13.0,13.0,22,28,20.0,22.0,960,682,588.0,389.0,8761.44525179653,142107.25663782,2893332.51967765,9085689.32539791,9903427.4229,eth_0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x7b1e5d984a43ee732de195628d20d05cfabc3cc7,pool,0.794841725250715,0.000300346451371141,2646.15060680866,1.0,0.00030035,3329.49,0x7b1e5d984a43ee732de195628d20d05cfabc3cc7,ONDO / WETH 0.3%,2024-01-18T12:31:11Z,7948417247,1141759876.66658,0,-2.72,8.16,11.48,1,0,1.0,0.0,4,1,3.0,1.0,4,9,3.0,8.0,11,20,10.0,18.0,171,172,82.0,91.0,1577.95653754325,985219.579715278,7589565.49266934,8310171.35121256,7797681.9196,eth_0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0xc2c390c6cd3c4e6c2b70727d35a45e8a072f18ca,pool,3.55307405706685,0.00134280419998478,2646.15060680866,1.0,0.00134280,744.71,0xc2c390c6cd3c4e6c2b70727d35a45e8a072f18ca,EIGEN / WETH 0.3%,2024-05-25T13:49:35Z,5992333562,662974758.212875,-0.01,-0.72,-1.54,12.51,0,3,0.0,3.0,1,4,1.0,4.0,1,8,1.0,8.0,4,21,4.0,19.0,229,337,81.0,220.0,1547.51446748232,151084.633905969,1773639.25781946,8035674.36137158,8513654.2993,eth_0xec53bf9167f50cdeb3ae105f56099aaab9061f83,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,pool,68215.9122809343,25.7596359700322,1.00235173610404,0.000378507227604525,68055.86,0.00001469,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,WBTC / USDC 0.3%,2021-12-29T12:45:39Z,10029971338,10037187109.1668,0,-0.07,-0.47,2.09,0,0,0.0,0.0,0,1,0.0,1.0,0,1,0.0,1.0,1,2,1.0,2.0,98,43,59.0,36.0,0.0,52903.8957237796,544247.078254631,8020714.1468094,36618408.6737,eth_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,token,eth_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,token,uniswap_v3,dex
eth_0xdc24316b9ae028f1497c275eb9192a3ea0f67022,pool,2626.75556740831,0.99977148110049,2627.28802872927,1.0,0.99977148,1.00022857,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,stETH / ETH,2022-07-13T11:46:11Z,25646348916,25644038273.6525,0,-0.01,-0.15,1.33,0,1,0.0,1.0,0,2,0.0,2.0,1,2,1.0,2.0,1,2,1.0,2.0,11,45,6.0,15.0,12072.7686392653,30968.7202330007,1570333.58437359,7886754.82277177,170665104.3077,eth_0xae7ab96520de3a18e5e111b5eaab095312d7fe84,token,eth_0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,token,curve,dex
eth_0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd,pool,2881.08925256979,1.18196604757379,2518.8318366187,1.03230721645428,1.14497509,0.87338145,0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd,wstETH / wstETH-WETH-BPT / WETH 0.01%,2023-08-24T07:22:40Z,10236310925,11143904229.6777,0,-0.03,-0.26,1.64,1,0,,,1,0,,,1,0,,,2,0,,,29,36,,,6013.75684776426,21042.8189808376,3372006.44741812,7499768.70316348,13172187.9839,eth_0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,token,eth_0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd,token,balancer_ethereum,dex
eth_0x2cc846fff0b08fb3bffad71f53a60b4b6e6d6482,pool,0.343658957549213,0.000130321705157845,2644.92155798818,1.0,0.00013032,7673.32,0x2cc846fff0b08fb3bffad71f53a60b4b6e6d6482,BITCOIN / WETH,2023-05-10T06:41:59Z,343560354,344625803.802197,-2.38,-3.13,6.84,13.93,7,2,5.0,2.0,10,11,8.0,11.0,18,19,16.0,18.0,32,41,28.0,37.0,671,585,395.0,305.0,119227.935939106,364261.065957888,2259747.97425238,7365948.0181382,12138185.7395,eth_0x72e4f9f808c49a2a61de9c5896298920dc4eeea9,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x027039bd4ea6ac7f80fef4be2d0c6b74bfa932f9,pool,0.997120872276931,0.0003760126299679065044163061242,0.997542385781409,0.000376423387840504,0.99890879,1.00109240,0x027039bd4ea6ac7f80fef4be2d0c6b74bfa932f9,USDe / USDT 0.01%,2024-07-30T23:20:23Z,2430392483,2412499939.239,0,0,0,0.23,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,14,14,12.0,11.0,0.0,0.0,846264.427817075,6264475.55475392,2961455.0699,eth_0x4c9edd5852cd905f086c759e8383e09bff1e68b3,token,eth_0xdac17f958d2ee523a2206206994597c13d831ec7,token,pancakeswap-v3-ethereum,dex
eth_0x9db9e0e53058c89e5b94e29621a205198648425b,pool,68215.9122809343,25.7596359700322,1.00359971623194,0.000378978488820823,67971.24,0.00001471,0x9db9e0e53058c89e5b94e29621a205198648425b,WBTC / USDT 0.3%,2021-12-29T13:55:13Z,10029971338,10037187109.1668,0,-0.07,-0.54,2.09,0,0,0.0,0.0,0,1,0.0,1.0,0,1,0.0,1.0,0,6,0.0,3.0,94,46,68.0,28.0,0.0,133785.629625689,646497.833264233,5838139.06660348,50446338.0871,eth_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,token,eth_0xdac17f958d2ee523a2206206994597c13d831ec7,token,uniswap_v3,dex
eth_0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,pool,68656.2540982349,25.7596359700322,2665.26491981902,1.0,25.76,0.03882042,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,WBTC / WETH 0.3%,2021-12-29T13:39:18Z,10094715995,10037187109.1668,0,0,-0.04,2.7,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,32,28,26.0,20.0,0.0,0.0,2751423.06336462,5767802.54498751,225137485.217,eth_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0x5ced44f03ff443bbe14d8ea23bc24425fb89e3ed,pool,0.0010989172684395,0.000000416523531989266,2644.92155798818,1.0,0.00000042,2400825,0x5ced44f03ff443bbe14d8ea23bc24425fb89e3ed,APU / WETH,2024-03-11T07:45:47Z,371315636,360895425.192491,-0.58,1.06,7.87,27.54,2,5,2.0,5.0,10,9,9.0,9.0,15,14,14.0,12.0,41,41,37.0,28.0,813,693,540.0,332.0,5055.57618153457,178444.373955591,1599668.02517989,5767568.42409687,5504315.8868,eth_0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x58aadfb1afac0ad7fca1148f3cde6aedf5236b6d,pool,2451.26596579825,1.01457283267054,2476.37511536839,1.02679236048362,0.98809932,1.01204401,0x58aadfb1afac0ad7fca1148f3cde6aedf5236b6d,rsETH / WETH / rsETH / WETH 0.01%,2024-03-21T03:01:50Z,6363850286842681000,,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0.0,0.0,0.0,0.0,19144696.726,eth_0x58aadfb1afac0ad7fca1148f3cde6aedf5236b6d,token,eth_0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,token,balancer_ethereum,dex
eth_0x5c6919b79fac1c3555675ae59a9ac2484f3972f5,pool,0.000284759124086147,0.000000107977748507161,2644.92155798818,1.0,0.00000011,9261167,0x5c6919b79fac1c3555675ae59a9ac2484f3972f5,HOPPY / WETH,2024-03-10T08:32:47Z,119795316,120145982.365658,-0.54,0.97,-2.99,17.37,4,3,4.0,3.0,6,3,6.0,3.0,10,13,10.0,13.0,23,21,22.0,20.0,1167,692,805.0,420.0,17369.9394893101,41618.2148850531,1074683.5978664,5596599.29567762,2969425.412,eth_0x6e79b51959cf968d87826592f46f819f92466615,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x12894df614f85ec69da432a2d4651d2fcc869a66,pool,0.000016274841421094,0.00000000615117998791705,2644.92155798818,1.0,0.000000006151179988,162570434,0x12894df614f85ec69da432a2d4651d2fcc869a66,KABOSU / WETH,2024-10-16T08:51:11Z,6846663,,-1.05,1.28,-23.39,-46.72,3,2,3.0,2.0,13,13,12.0,10.0,40,28,35.0,21.0,118,76,95.0,55.0,1764,1584,1052.0,933.0,8704.63154888278,260944.031661554,875276.394027646,5460634.02189994,387736.7443,eth_0xb3e41d6e0ea14b43bc5de3c314a408af171b03dd,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x202a6012894ae5c288ea824cbc8a9bfb26a49b93,pool,2779.60448787084,1.04969625295383,2646.15060680866,1.0,1.04969625,0.95265654,0x202a6012894ae5c288ea824cbc8a9bfb26a49b93,weETH / WETH 0.01%,2024-01-08T08:49:47Z,4476676022,4437534098.37266,-0.02,-0.15,0.28,1.74,1,1,1.0,1.0,3,1,3.0,1.0,3,2,3.0,2.0,4,2,4.0,2.0,21,66,18.0,56.0,2363.39466378057,33104.1238250024,345046.463081664,5359376.17019503,18397810.0786,eth_0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0x29567ae23d65225870c5bd738a6debe7ac5a1d66,pool,2159.33510304281,0.830336173624292,2644.97088293504,1.0,0.83033617,1.20433149,0x29567ae23d65225870c5bd738a6debe7ac5a1d66,LRT2 / WETH 1%,2024-10-17T16:23:35Z,9584749,,0,-0.35,-19.43,-1.7,0,1,0.0,1.0,1,2,1.0,2.0,1,2,1.0,2.0,2,8,1.0,8.0,1097,850,647.0,590.0,134.709776183144,5622.68749453094,85495.2955446541,5103887.42056277,558414.9437,eth_0x8f08b70456eb22f6109f57b8fafe862ed28e6040,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,pool,2644.91324632126,1.0,0.997020741608627,0.000378091423769833,2644.86,0.00037809,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,WETH / USDT,2021-10-11T01:35:32Z,7797631642,7814985825.59971,-0.1,-0.13,-0.08,1.59,1,4,1.0,4.0,8,15,8.0,14.0,11,24,11.0,23.0,25,37,24.0,36.0,1473,977,976.0,758.0,27164.9572321251,101606.646957596,1149256.07240907,4929419.42651598,111722628.5472,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,eth_0xdac17f958d2ee523a2206206994597c13d831ec7,token,uniswap_v2,dex
eth_0x553e9c493678d8606d6a5ba284643db2110df823,pool,2960.84233752566,1.11894028299137,2646.15060680866,1.0,1.11894028,0.89370274,0x553e9c493678d8606d6a5ba284643db2110df823,rETH / WETH 0.01%,2022-08-21T14:25:00Z,1433851163,1434715360.81381,0,-0.08,-0.32,1.79,0,4,0.0,4.0,0,4,0.0,4.0,2,5,2.0,5.0,2,6,2.0,6.0,37,30,28.0,22.0,19056.1890429861,39271.7584491749,566428.265217756,4591313.52244473,2955084.0439,eth_0xae78736cd615f374d3085123a210448e74fc6393,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0x308c6fbd6a14881af333649f17f2fde9cd75e2a6,pool,0.0377550688764886,0.0000142367381524202,2644.92155798818,1.0,0.00001424,70240.81,0x308c6fbd6a14881af333649f17f2fde9cd75e2a6,DOGE / WETH,2024-08-20T01:58:35Z,36967260,37628596.0767536,2.77,6.83,12.36,41.15,6,3,6.0,3.0,11,15,11.0,14.0,13,17,13.0,16.0,20,22,19.0,20.0,785,661,478.0,403.0,12376.9173147064,82980.8791748197,726744.705153426,4564588.69776932,1721167.7043,eth_0x1121acc14c63f3c872bfca497d10926a6098aac5,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
